ticket_id,company_type,created_at,department,employee_role,channel,ticket_text,category,subcategory,true_category,true_subcategory,label_quality,priority,status,sentiment,resolution_hours
ENT-003247,Global Technology Consulting Company,2025-04-02 00:53,Sales,Manager,Walk-up,I am blocked right now and not sure what changed. The device keeps disconnecting during calls and client work.,Hardware,Battery,Hardware,Battery,clean_label,Medium,In Progress,Frustrated,
ENT-028188,Global Technology Consulting Company,2025-01-06 12:04,Engineering,Analyst,Phone,I am seeing this issue again today. An application keeps crashing or freezing during normal use. screenshot attached,Software,Browser,Software,Browser,clean_label,High,Closed,Frustrated,30.9
ENT-001742,Global Technology Consulting Company,2025-08-10 13:09,Consulting,Director,Email,The screen or attached equipment randomly stops responding.,Hardware,Desktop,Hardware,Desktop,clean_label,Medium,Resolved,Urgent,61.8
ENT-006507,Global Technology Consulting Company,2025-06-12 09:31,HR,Consultant,Portal,"i am blocked right now and not sure what changed. i can use the system, but the physical setup is unreliable. pls advise",Hardware,Blue Screen,Hardware,Blue Screen,clean_label,Medium,In Progress,Neutral,
ENT-013332,Global Technology Consulting Company,2025-02-09 22:21,Executive Office,Coordinator,Walk-up,I submitted something for HR but cannot see the status anywhere.,HR Support,Offboarding,HR Support,Offboarding,clean_label,Medium,Open,Neutral,
ENT-027531,Global Technology Consulting Company,2025-03-03 12:29,Executive Office,Specialist,Walk-up,"Can someone check this for me? The tool opens but some features are missing or disabled. Also, there was an unusual login or warning on my account.",Software,CRM,Software,CRM,clean_label,Medium,Waiting on User,Neutral,
ENT-020171,Global Technology Consulting Company,2025-03-10 12:24,Customer Support,Specialist,Walk-up,The shared location looks full or unavailable.,Storage,Backup Request,Storage,Backup Request,clean_label,Medium,In Progress,Urgent,
ENT-015890,Global Technology Consulting Company,2025-01-16 07:30,Operations,Engineer,Email,I am blocked right now and not sure what changed. I cannot sign in or reach the system I need for work. my setup is not behaving normally,Access,Salesforce Access,Access,Salesforce Access,clean_label,High,Resolved,Neutral,19.0
ENT-008073,Global Technology Consulting Company,2025-12-13 08:26,Customer Support,Analyst,Portal,"This started happening after yday afternoon. My webcam is not wrkng properly. there is a weird warning message Also, i need to request equipment or software for upcoming work.",Hardware,Webcam,Hardware,Webcam,clean_label,Low,Closed,Frustrated,106.7
ENT-027884,Global Technology Consulting Company,2025-07-10 18:45,HR,Intern,Email,I get an error when trying to export or submit work.,Software,Teams,Software,Teams,clean_label,Medium,Open,Urgent,
ENT-020679,Global Technology Consulting Company,2025-04-20 11:22,Customer Support,Intern,Walk-up,the error message is not very clear. i am unable to save or recover files needed for a project. pls advise,Storage,File Recovery,Storage,File Recovery,clean_label,Low,Open,Frustrated,
ENT-007588,Global Technology Consulting Company,2025-11-03 19:30,Executive Office,Intern,Email,"I need help before my next meeting. My keyboard/mouse is not working properly. I am getting blocked by permissions Also, the time, leave, or policy information in the portal looks incorrect.",Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,High,Resolved,Neutral,4.7
ENT-003560,Global Technology Consulting Company,2025-03-15 14:31,Consulting,Coordinator,Portal,The error message is not very clear. The device keeps disconnecting during calls and client work. screenshot attached,Hardware,Docking Station,Hardware,Docking Station,clean_label,High,Resolved,Confused,7.4
ENT-003945,Global Technology Consulting Company,2025-01-06 10:07,Executive Office,Consultant,Email,This started happening after yesterday afternoon. The machine is very slow and makes it hard to complete normal tasks.,Hardware,Headset,Hardware,Headset,clean_label,Medium,Open,Frustrated,
ENT-022788,Global Technology Consulting Company,2025-10-02 16:28,Delivery,Consultant,Email,Not sure if this belongs to IT or another team. The request form does not show the item I need. pls advise,Purchase,Monitor Request,Purchase,Monitor Request,clean_label,Medium,Resolved,Neutral,85.9
ENT-014669,Global Technology Consulting Company,2025-03-23 13:31,Customer Support,Director,Walk-up,I need help with onboarding/offboarding paperwork for a team member.,HR Support,Employee Verification,HR Support,Employee Verification,clean_label,Low,Waiting on User,Frustrated,
ENT-015339,Global Technology Consulting Company,2025-04-12 04:28,Customer Support,Engineer,Phone,A teammate can open the location but I get a blocked message. screenshot attached,Access,Salesforce Access,Access,Salesforce Access,clean_label,Critical,Closed,Frustrated,7.7
ENT-013755,Global Technology Consulting Company,2025-03-07 01:16,Executive Office,Coordinator,Walk-up,I have a question about my employee record and need help updating it.,HR Support,Onboarding,HR Support,Onboarding,clean_label,Medium,Resolved,Confused,92.6
ENT-017185,Global Technology Consulting Company,2025-01-16 15:03,Sales,Director,Email,I tried the usual steps but it still does not work. The login works in one place but fails in another.,Security,Phishing,Access,SAP Access,noisy_label,Medium,Waiting on User,Frustrated,
ENT-010845,Global Technology Consulting Company,2025-08-28 18:25,Delivery,Manager,Walk-up,I am blocked right now and not sure what changed. My payroll or benefits information does not look right this cycle.,HR Support,Policy Question,HR Support,Policy Question,clean_label,High,In Progress,Neutral,
ENT-024151,Global Technology Consulting Company,2025-09-27 15:07,Customer Support,Coordinator,Walk-up,I am blocked right now and not sure what changed. I need help connecting a report or internal app to the team process.,Internal Project,Reporting Dashboard,Internal Project,Reporting Dashboard,clean_label,High,In Progress,Neutral,
ENT-004511,Global Technology Consulting Company,2025-03-03 17:00,Finance,Specialist,Email,This started happening after yesterday afternoon. The machine is very slow and makes it hard to complete normal tasks.,Hardware,Headset,Hardware,Headset,clean_label,Medium,Open,Neutral,
ENT-019625,Global Technology Consulting Company,2025-05-19 13:10,Delivery,Manager,Walk-up,The shared location looks full or unavailable.,Storage,Archive Request,Storage,Archive Request,clean_label,Medium,Resolved,Urgent,16.2
ENT-025757,Global Technology Consulting Company,2025-10-18 01:15,Consulting,Coordinator,Portal,"I need help connecting a report or internal app to the team process. Also, i submitted something for hr but cannot see the status anywhere.",Internal Project,Jira Project,Internal Project,Jira Project,clean_label,Low,Resolved,Frustrated,106.8
ENT-004492,Global Technology Consulting Company,2025-06-22 08:07,Delivery,Senior Associate,Portal,"Could you please help when possible? The screen or attached equipment randomly stops responding Also, can you help me order the correct item for my role?",Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,High,Open,Urgent,
ENT-022868,Global Technology Consulting Company,2025-07-15 21:51,Finance,Specialist,Portal,this started happening after yesterday afternoon. the request form does not show the item i need.,Purchase,Vendor Quote,Purchase,Vendor Quote,clean_label,Medium,Closed,Confused,25.4
ENT-001057,Global Technology Consulting Company,2025-07-22 19:31,Sales,Team Lead,Email,"This started happening after yesterday afternoon. The device keeps disconnecting during calls and client work. Also, a file/link looks unsafe and i did not open it.",Purchase,Purchase Approval,Hardware,Docking Station,noisy_label,High,Closed,Neutral,9.2
ENT-025375,Global Technology Consulting Company,2025-10-08 05:24,Operations,Senior Associate,Phone,The error message is not very clear. Our team needs a new workspace or project area created. screenshot attached,Internal Project,Team Workspace,Internal Project,Team Workspace,clean_label,Medium,Waiting on Vendor,Frustrated,
ENT-002612,Global Technology Consulting Company,2025-08-23 01:19,Customer Support,Specialist,Phone,"Can someone check this for me? I can use the system, but the physical setup is unreliable. Also, i need to req equipment or software for upcoming work.",Hardware,Laptop,Hardware,Laptop,clean_label,Low,Resolved,Neutral,88.5
ENT-011679,Global Technology Consulting Company,2025-04-29 12:10,Engineering,Consultant,Chat,I tried the usual steps but it still does not work. I need help with onboarding/offboarding paperwork for a team member.,HR Support,Benefits,HR Support,Benefits,clean_label,Medium,Resolved,Urgent,70.5
ENT-001864,Global Technology Consulting Company,2025-11-29 19:08,Consulting,Consultant,Walk-up,My webcam is not wrkng properly. it says something about policy pls advise,Hardware,Webcam,Hardware,Webcam,clean_label,Medium,Waiting on User,Confused,
ENT-027455,Global Technology Consulting Company,2025-11-07 01:20,HR,Consultant,Phone,This started happening after yesterday afternoon. A setup step needs elevated access for a short time. pls advise,Administrative Rights,Local Admin,Administrative Rights,Local Admin,clean_label,High,Waiting on Vendor,Neutral,
ENT-000221,Global Technology Consulting Company,2025-08-22 20:50,Delivery,Analyst,Walk-up,My desktop is not working properly. it happens only when I am remote,Hardware,Desktop,Hardware,Desktop,clean_label,High,Open,Neutral,
ENT-025459,Global Technology Consulting Company,2025-04-25 17:55,Engineering,Coordinator,Portal,Not sure if this belongs to IT or another team. Our team needs a new workspace or project area created. pls advise,Internal Project,Reporting Dashboard,Internal Project,Reporting Dashboard,clean_label,High,Closed,Frustrated,8.5
ENT-027222,Global Technology Consulting Company,2025-05-10 15:05,Legal,Team Lead,Portal,Can someone check this for me? The system says I do not have enough permission to continue.,Administrative Rights,Temporary Admin,Administrative Rights,Temporary Admin,clean_label,Low,Closed,Frustrated,47.7
ENT-000181,Global Technology Consulting Company,2025-07-03 03:25,Legal,Analyst,Walk-up,"this is affecting my work for a client deliverable. the machine is very slow and makes it hard to complete normal tasks. also, the shared location looks full or unavailable. pls advise",Hardware,Desktop,Hardware,Desktop,clean_label,Medium,Resolved,Frustrated,24.4
ENT-028863,Global Technology Consulting Company,2025-08-17 02:50,Delivery,Team Lead,Chat,"The error message is not very clear. Internal pages load slowly or fail during meetings. Also, the req form does not show the item i need.",Network,WiFi,Network,WiFi,clean_label,Medium,Waiting on User,Urgent,
ENT-012415,Global Technology Consulting Company,2025-04-20 19:02,Executive Office,Engineer,Portal,Could you please help when possible? I need help with onboarding/offboarding paperwork for a team member. pls advise screenshot attached,HR Support,Employee Verification,HR Support,Employee Verification,clean_label,High,In Progress,Urgent,
ENT-004731,Global Technology Consulting Company,2025-09-27 19:09,Marketing,Senior Associate,Email,"This is affecting my work for a client deliverable. The machine is very slow and makes it hard to complete normal tasks. Also, the request form does not show the item i need.",Hardware,Battery,Hardware,Battery,clean_label,Medium,Resolved,Urgent,71.5
ENT-025862,Global Technology Consulting Company,2025-06-18 02:31,Engineering,Director,Email,This started happening after yesterday afternoon. A project page or dashboard is missing permissions/settings.,Internal Project,Reporting Dashboard,Internal Project,Reporting Dashboard,clean_label,High,Open,Frustrated,
